PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,BIRTHDATE,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,FROM_YEAR,TO_YEAR,DRAFT_YEAR
202354,Dexter,Pittman,Dexter Pittman,1988-03-02T00:00:00,USA,6-11,285,4,Center,Inactive,0,,,,,2010.0,2013.0,2010
2565,Zoran,Planinic,Zoran Planinic,1982-09-12T00:00:00,Croatia,,,3,,Inactive,0,,,,,2003.0,2008.0,2003
202353,Tibor,Pleiss,Tibor Pleiss,1989-11-02T00:00:00,Germany,7-3,256,2,Center,Inactive,1610612762,Jazz,UTA,jazz,Utah,2015.0,2015.0,2010
1631342,Daeqwon,Plowden,Daeqwon Plowden,1998-08-29T00:00:00,USA,6-6,216,1,Guard-Forward,Active,1610612758,Kings,SAC,kings,Sacramento,2024.0,2025.0,Undrafted
1627850,Marshall,Plumlee,Marshall Plumlee,1992-07-14T00:00:00,USA,7-0,250,2,Center,Inactive,1610612752,Knicks,NYK,knicks,New York,2016.0,2017.0,Undrafted
203486,Mason,Plumlee,Mason Plumlee,1990-03-05T00:00:00,USA,6-10,254,12,Forward-Center,Active,1610612766,Hornets,CHA,hornets,Charlotte,2013.0,2025.0,2013
203101,Miles,Plumlee,Miles Plumlee,1988-09-01T00:00:00,USA,6-11,249,8,Center,Inactive,1610612756,Suns,PHX,suns,Phoenix,2012.0,2018.0,2012
77865,Gary,Plummer,Gary Plummer,1962-02-21T00:00:00,USA,6-9,215,2,Forward,Inactive,1610612744,Warriors,GOS,warriors,Golden State,1984.0,1992.0,1984
2750,Pavel,Podkolzin,Pavel Podkolzin,1985-01-15T00:00:00,Russia,7-5,260,2,Center,Inactive,0,,,,,2004.0,2005.0,2004
1641764,Brandin,Podziemski,Brandin Podziemski,2003-02-25T00:00:00,USA,6-4,205,2,Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,2023.0,2025.0,2023
1627751,Jakob,Poeltl,Jakob Poeltl,1995-10-15T00:00:00,Austria,7-0,253,9,Center,Active,1610612761,Raptors,TOR,raptors,Toronto,2016.0,2025.0,2016
1629738,Vincent,Poirier,Vincent Poirier,1993-10-17T00:00:00,France,7-0,235,2,Center-Forward,Inactive,0,,,,,2019.0,2020.0,Undrafted
1630197,Aleksej,Pokusevski,Aleksej Pokusevski,2001-12-26T00:00:00,Serbia,7-0,210,5,Forward,Inactive,1610612766,Hornets,CHA,hornets,Charlotte,2020.0,2023.0,2020
77866,Dwayne,Polee,Dwayne Polee,1963-03-02T00:00:00,USA,6-5,180,1,Forward,Inactive,1610612746,Clippers,LAC,clippers,Los Angeles,1986.0,1986.0,1986
77867,Jim,Pollard,Jim Pollard,1922-07-09T00:00:00,USA,6-3,185,7,Forward,Inactive,1610612747,Lakers,MNL,lakers,Minneapolis,1948.0,1954.0,1947
1513,Scot,Pollard,Scot Pollard,1975-02-12T00:00:00,USA,6-11,278,12,Center-Forward,Inactive,1610612758,Kings,SAC,kings,Sacramento,1997.0,2007.0,1997
77868,Ralph,Polson,Ralph Polson,1929-10-26T00:00:00,USA,6-7,200,1,Forward,Inactive,1610612744,Warriors,PHW,warriors,Philadelphia,1952.0,1952.0,1952
178,Olden,Polynice,Olden Polynice,1964-11-21T00:00:00,USA,6-10,250,15,Center-Forward,Inactive,0,,,,,1987.0,2003.0,1987
77869,Cliff,Pondexter,Cliff Pondexter,1954-09-15T00:00:00,USA,6-9,233,3,Forward,Inactive,1610612741,Bulls,CHI,bulls,Chicago,1975.0,1977.0,1974
202347,Quincy,Pondexter,Quincy Pondexter,1988-03-10T00:00:00,USA,6-7,230,8,Forward,Inactive,1610612763,Grizzlies,MEM,grizzlies,Memphis,2010.0,2018.0,2010
1629044,Shamorie,Ponds,Shamorie Ponds,1998-06-29T00:00:00,USA,6-0,175,1,Guard,Inactive,0,,,,,2019.0,2019.0,Undrafted
1630582,Yves,Pons,Yves Pons,1999-05-07T00:00:00,France,6-5,206,2,Forward,Inactive,1610612763,Grizzlies,MEM,grizzlies,Memphis,2021.0,2021.0,Undrafted
1629673,Jordan,Poole,Jordan Poole,1999-06-19T00:00:00,USA,6-4,194,6,Guard,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,2019.0,2025.0,2019
77870,David,Pope,David Pope,1962-04-15T00:00:00,USA,6-7,220,2,Forward,Inactive,1610612758,Kings,KCK,kings,Kansas City,1984.0,1985.0,1984
998,Mark,Pope,Mark Pope,1972-09-11T00:00:00,USA,6-10,235,7,Center-Forward,Inactive,1610612749,Bucks,MIL,bucks,Milwaukee,1997.0,2004.0,1996
77872,Dave,Popson,Dave Popson,1964-05-17T00:00:00,USA,6-10,220,3,Center,Inactive,1610612738,Celtics,BOS,celtics,Boston,1988.0,1991.0,1987
77873,Ben,Poquette,Ben Poquette,1955-05-07T00:00:00,USA,6-9,235,10,Forward,Inactive,1610612762,Jazz,UTA,jazz,Utah,1977.0,1986.0,1977
2084,Chris,Porter,Chris Porter,1978-05-09T00:00:00,USA,6-7,218,1,Forward,Inactive,1610612744,Warriors,GSW,warriors,Golden State,2000.0,2000.0,2000
77875,Howard,Porter,Howard Porter,1948-08-31T00:00:00,USA,6-8,220,7,Forward,Inactive,1610612765,Pistons,DET,pistons,Detroit,1971.0,1977.0,1971
1629007,Jontay,Porter,Jontay Porter,1999-11-15T00:00:00,USA,6-10,240,2,Center-Forward,Inactive,0,,,,,2019.0,2023.0,Undrafted
77876,Kevin,Porter,Kevin Porter,1950-04-17T00:00:00,USA,6-0,170,10,Guard,Inactive,1610612764,Bullets,WAS,wizards,Washington,1972.0,1982.0,1972
345,Terry,Porter,Terry Porter,1963-04-08T00:00:00,USA,6-3,205,17,Guard,Inactive,1610612757,Trail Blazers,POR,blazers,Portland,1985.0,2001.0,1985
1641854,Craig,Porter Jr.,Craig Porter Jr.,2000-02-26T00:00:00,USA,6-1,180,2,Guard,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,2023.0,2025.0,Undrafted
1629645,Kevin,Porter Jr.,Kevin Porter Jr.,2000-05-04T00:00:00,USA,6-4,203,5,Guard-Forward,Active,1610612749,Bucks,MIL,bucks,Milwaukee,2019.0,2025.0,2019
1629008,Michael,Porter Jr.,Michael Porter Jr.,1998-06-29T00:00:00,USA,6-10,218,6,Forward,Active,1610612751,Nets,BKN,nets,Brooklyn,2018.0,2025.0,2018
203490,Otto,Porter Jr.,Otto Porter Jr.,1993-06-03T00:00:00,USA,6-8,230,11,Forward,Inactive,0,,,,,2013.0,2023.0,2013
1626171,Bobby,Portis,Bobby Portis,1995-02-10T00:00:00,USA,6-10,250,10,Forward,Active,1610612749,Bucks,MIL,bucks,Milwaukee,2015.0,2025.0,2015
77878,Bob,Portman,Bob Portman,1947-03-22T00:00:00,USA,6-5,200,4,Forward,Inactive,1610612744,Warriors,GOS,warriors,Golden State,1969.0,1972.0,1969
204001,Kristaps,Porziņģis,Kristaps Porziņģis,1995-08-02T00:00:00,Latvia,7-2,240,10,Forward-Center,Active,1610612737,Hawks,ATL,hawks,Atlanta,2015.0,2025.0,2015
1899,James,Posey,James Posey,1977-01-13T00:00:00,USA,6-8,217,13,Forward,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,1999.0,2010.0,1999
1642366,Quinten,Post,Quinten Post,2000-03-21T00:00:00,Netherlands,7-0,238,1,Center,Active,1610612744,Warriors,GSW,warriors,Golden State,2024.0,2025.0,2024
2068,Lavor,Postell,Lavor Postell,1978-02-26T00:00:00,USA,6-5,215,4,Guard-Forward,Inactive,1610612752,Knicks,NYK,knicks,New York,2000.0,2002.0,2000
958,Vitaly,Potapenko,Vitaly Potapenko,1975-03-21T00:00:00,Ukraine,6-10,285,12,Center-Forward,Inactive,1610612738,Celtics,BOS,celtics,Boston,1996.0,2006.0,1996
1630695,Micah,Potter,Micah Potter,1998-04-06T00:00:00,USA,6-9,248,4,Center,Active,1610612759,Spurs,SAS,spurs,San Antonio,2021.0,2025.0,Undrafted
1642967,John,Poulakidas,John Poulakidas,2003-04-04T00:00:00,,,,0,Guard,Active,1610612746,Clippers,LAC,clippers,LA,2025.0,2025.0,Undrafted
200796,Leon,Powe,Leon Powe,1984-01-22T00:00:00,USA,6-8,240,6,Forward,Inactive,1610612738,Celtics,BOS,celtics,Boston,2006.0,2010.0,2006
1642962,Drake,Powell,Drake Powell,2005-09-08T00:00:00,USA,6-5,195,0,Guard-Forward,Active,1610612751,Nets,BKN,nets,Brooklyn,2025.0,2025.0,2025
203939,Dwight,Powell,Dwight Powell,1991-07-20T00:00:00,Canada,6-10,240,11,Forward-Center,Active,1610612742,Mavericks,DAL,mavericks,Dallas,2014.0,2025.0,2014
2694,Josh,Powell,Josh Powell,1983-01-25T00:00:00,USA,6-9,240,8,Forward,Inactive,1610612747,Lakers,LAL,lakers,Los Angeles,2005.0,2013.0,Undrafted
2867,Kasib,Powell,Kasib Powell,1981-03-18T00:00:00,USA,6-7,215,2,Forward,Inactive,1610612748,Heat,MIA,heat,Miami,2007.0,2007.0,Undrafted
1629619,Myles,Powell,Myles Powell,1997-07-07T00:00:00,USA,6-2,195,2,Guard,Inactive,1610612755,76ers,PHI,sixers,Philadelphia,2021.0,2021.0,Undrafted
1626181,Norman,Powell,Norman Powell,1993-05-25T00:00:00,USA,6-3,215,10,Guard,Active,1610612748,Heat,MIA,heat,Miami,2015.0,2025.0,2015
101232,Roger,Powell,Roger Powell,1983-01-15T00:00:00,USA,6-6,220,2,Forward,Inactive,0,,,,,2006.0,2006.0,Undrafted
1627816,Alex,Poythress,Alex Poythress,1993-09-06T00:00:00,USA,6-9,235,4,Forward,Inactive,1610612754,Pacers,IND,pacers,Indiana,2016.0,2018.0,Undrafted
77879,Paul,Pressey,Paul Pressey,1958-12-24T00:00:00,USA,6-5,185,12,Guard,Inactive,1610612749,Bucks,MIL,bucks,Milwaukee,1982.0,1992.0,1982
203515,Phil,Pressey,Phil Pressey,1991-02-17T00:00:00,USA,5-11,175,4,Guard,Inactive,0,,,,,2013.0,2015.0,Undrafted
77880,Dominic,Pressley,Dominic Pressley,1964-05-30T00:00:00,USA,6-2,170,1,Guard,Inactive,1610612764,Bullets,WAS,wizards,Washington,1988.0,1988.0,1986
77881,Harold,Pressley,Harold Pressley,1963-07-14T00:00:00,USA,6-7,210,4,Forward,Inactive,1610612758,Kings,SAC,kings,Sacramento,1986.0,1989.0,1986
1630554,Jason,Preston,Jason Preston,1999-08-10T00:00:00,USA,6-3,181,2,Guard,Active,1610612746,Clippers,LAC,clippers,LA,2021.0,2025.0,2021
201985,AJ,Price,AJ Price,1986-10-07T00:00:00,USA,6-2,195,6,Guard,Inactive,0,,,,,2009.0,2014.0,2009
85,Brent,Price,Brent Price,1968-12-09T00:00:00,USA,6-1,185,10,Guard,Inactive,1610612764,Bullets,WAS,wizards,Washington,1992.0,2002.0,1992
77883,Jim,Price,Jim Price,1949-11-27T00:00:00,USA,6-3,195,7,Guard,Inactive,1610612747,Lakers,LAL,lakers,Los Angeles,1972.0,1978.0,1972
899,Mark,Price,Mark Price,1964-02-15T00:00:00,USA,6-0,180,12,Guard,Inactive,1610612739,Cavaliers,CLE,cavaliers,Cleveland,1986.0,1997.0,1986
77884,Mike,Price,Mike Price,1948-09-11T00:00:00,USA,6-3,200,3,Guard,Inactive,1610612752,Knicks,NYK,knicks,New York,1970.0,1972.0,1970
101179,Ronnie,Price,Ronnie Price,1983-06-21T00:00:00,USA,6-2,190,13,Guard,Inactive,1610612762,Jazz,UTA,jazz,Utah,2005.0,2016.0,Undrafted
77882,Tony,Price,Tony Price,1957-01-05T00:00:00,USA,6-6,190,1,Guard,Inactive,1610612746,Clippers,SDC,clippers,San Diego,1980.0,1980.0,1979
77886,Bob,Priddy,Bob Priddy,1930-03-24T00:00:00,USA,6-3,190,1,Forward,Inactive,1610610024,Bullets,BAL,bullets,Baltimore,1952.0,1952.0,1952
203143,Pablo,Prigioni,Pablo Prigioni,1977-05-17T00:00:00,Argentina,6-3,185,5,Guard,Inactive,1610612752,Knicks,NYK,knicks,New York,2012.0,2015.0,Undrafted
1630563,Joshua,Primo,Joshua Primo,2002-12-24T00:00:00,Canada,6-4,189,4,Guard,Inactive,0,,,,,2021.0,2023.0,2021
1627752,Taurean,Prince,Taurean Prince,1994-03-22T00:00:00,USA,6-6,218,9,Forward,Active,1610612749,Bucks,MIL,bucks,Milwaukee,2016.0,2025.0,2016
2419,Tayshaun,Prince,Tayshaun Prince,1980-02-28T00:00:00,USA,6-9,212,15,Forward,Inactive,1610612765,Pistons,DET,pistons,Detroit,2002.0,2015.0,2002
77887,John,Pritchard,John Pritchard,1927-01-23T00:00:00,USA,6-9,220,1,Center,Inactive,1610610037,Hawks,WAT,hawks,Waterloo,1949.0,1949.0,1949
340,Kevin,Pritchard,Kevin Pritchard,1967-07-17T00:00:00,USA,6-3,180,4,Guard,Inactive,1610612744,Warriors,GOS,warriors,Golden State,1990.0,1995.0,1990
1630202,Payton,Pritchard,Payton Pritchard,1998-01-28T00:00:00,USA,6-1,195,5,Guard,Active,1610612738,Celtics,BOS,celtics,Boston,2020.0,2025.0,2020
1642878,Tyrese,Proctor,Tyrese Proctor,2004-04-01T00:00:00,Australia,6-6,185,0,Guard,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,2025.0,2025.0,2025
1919,Laron,Profit,Laron Profit,1977-08-05T00:00:00,USA,6-5,204,4,Guard-Forward,Inactive,0,,,,,1999.0,2005.0,1999
1641765,Olivier-Maxence,Prosper,Olivier-Maxence Prosper,2002-07-03T00:00:00,Canada,6-7,230,2,Forward,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,2023.0,2025.0,2023
201172,Gabe,Pruitt,Gabe Pruitt,1986-04-19T00:00:00,USA,6-4,170,3,Guard,Inactive,1610612738,Celtics,BOS,celtics,Boston,2007.0,2008.0,2007
2038,Joel,Przybilla,Joel Przybilla,1979-10-10T00:00:00,USA,7-1,245,14,Center,Inactive,1610612757,Trail Blazers,POR,blazers,Portland,2000.0,2012.0,2000
77888,Les,Pugh,Les Pugh,1923-09-18T00:00:00,USA,6-7,190,2,Center,Inactive,1610610032,Steamrollers,PRO,steamrollers,Providence,1948.0,1949.0,Undrafted
77889,Roy,Pugh,Roy Pugh,1923-03-21T00:00:00,USA,,,1,,Inactive,1610612744,Warriors,PHW,warriors,Philadelphia,1948.0,1948.0,1948
77890,Anthony,Pullard,Anthony Pullard,1966-06-23T00:00:00,USA,6-10,245,1,Forward,Inactive,1610612749,Bucks,MIL,bucks,Milwaukee,1992.0,1992.0,Undrafted
1626643,Jacob,Pullen,Jacob Pullen,1989-11-10T00:00:00,USA,6-1,200,1,Guard,Inactive,0,,,,,2017.0,2017.0,Undrafted
1642389,Zyon,Pullin,Zyon Pullin,2001-03-03T00:00:00,USA,6-4,206,1,Guard,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,2024.0,2025.0,Undrafted
1628681,Rodney,Purvis,Rodney Purvis,1994-02-14T00:00:00,USA,6-4,205,2,Guard,Inactive,1610612753,Magic,ORL,magic,Orlando,2017.0,2017.0,Undrafted
77891,Don,Putman,Don Putman,1922-11-13T00:00:00,USA,6-1,170,4,Guard,Inactive,1610610034,Bombers,BOM,bombers,St. Louis,1946.0,1949.0,Undrafted
1627817,Tim,Quarterman,Tim Quarterman,1994-10-27T00:00:00,USA,6-6,190,2,Guard,Inactive,0,,,,,2016.0,2017.0,2016
1642852,Derik,Queen,Derik Queen,2004-12-27T00:00:00,USA,6-9,250,0,Center,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,2025.0,2025.0,2025
1630243,Trevelin,Queen,Trevelin Queen,1997-02-25T00:00:00,USA,6-5,190,5,Guard,Inactive,1610612753,Magic,ORL,magic,Orlando,2021.0,2024.0,Undrafted
1629674,Neemias,Queta,Neemias Queta,1999-07-13T00:00:00,Portugal,7-0,248,4,Center,Active,1610612738,Celtics,BOS,celtics,Boston,2021.0,2025.0,2021
77892,Bob,Quick,Bob Quick,1946-03-05T00:00:00,USA,6-5,215,4,Forward,Inactive,1610612765,Pistons,DET,pistons,Detroit,1968.0,1971.0,1968
1630193,Immanuel,Quickley,Immanuel Quickley,1999-06-17T00:00:00,USA,6-2,190,5,Guard,Active,1610612761,Raptors,TOR,raptors,Toronto,2020.0,2025.0,2020
200809,Chris,Quinn,Chris Quinn,1983-09-27T00:00:00,USA,6-2,175,7,Guard,Inactive,1610612748,Heat,MIA,heat,Miami,2006.0,2012.0,Undrafted
77893,Brian,Quinnett,Brian Quinnett,1966-05-30T00:00:00,USA,6-8,235,3,Guard,Inactive,1610612752,Knicks,NYK,knicks,New York,1989.0,1991.0,1989
1631311,Lester,Quinones,Lester Quinones,2000-11-16T00:00:00,USA,6-4,208,3,Guard,Active,1610612753,Magic,ORL,magic,Orlando,2022.0,2025.0,Undrafted
1628397,Ivan,Rabb,Ivan Rabb,1997-02-04T00:00:00,USA,6-10,220,3,Forward,Inactive,1610612763,Grizzlies,MEM,grizzlies,Memphis,2017.0,2018.0,2017
77894,Luke,Rackley,Luke Rackley,1946-06-11T00:00:00,USA,6-10,220,5,Center,Inactive,1610612739,Cavaliers,CLE,cavaliers,Cleveland,1969.0,1973.0,1969
77895,Howie,Rader,Howie Rader,1921-03-29T00:00:00,USA,6-1,190,1,Guard,Inactive,1610610024,Bullets,BAL,bullets,Baltimore,1948.0,1948.0,Undrafted
77896,Mark,Radford,Mark Radford,1959-07-05T00:00:00,USA,6-4,190,2,Guard,Inactive,1610612760,SuperSonics,SEA,thunder,Seattle,1981.0,1982.0,1981
77897,Wayne,Radford,Wayne Radford,1956-05-29T00:00:00,USA,6-3,205,1,Guard,Inactive,1610612754,Pacers,IND,pacers,Indiana,1978.0,1978.0,1978
129,Dino,Radja,Dino Radja,1967-04-24T00:00:00,Croatia,6-11,225,4,Center,Inactive,0,,,,,1993.0,1996.0,1989
2209,Vladimir,Radmanovic,Vladimir Radmanovic,1980-11-19T00:00:00,Serbia,6-10,235,13,Forward,Inactive,1610612760,SuperSonics,SEA,thunder,Seattle,2001.0,2012.0,2001
1893,Aleksandar,Radojevic,Aleksandar Radojevic,1976-08-08T00:00:00,Bosnia and Herzegovina,7-3,250,2,Center,Inactive,0,,,,,1999.0,2004.0,1999
77899,Frank,Radovich,Frank Radovich,1938-03-03T00:00:00,USA,6-8,235,1,Forward,Inactive,1610612744,Warriors,PHW,warriors,Philadelphia,1961.0,1961.0,1960
77900,Moe,Radovich,Moe Radovich,1929-05-05T00:00:00,USA,6-0,160,1,Guard,Inactive,1610612744,Warriors,PHW,warriors,Philadelphia,1952.0,1952.0,1952
203545,Miroslav,Raduljica,Miroslav Raduljica,1988-01-05T00:00:00,Serbia,7-0,250,2,Center,Inactive,0,,,,,2013.0,2014.0,Undrafted
77901,Ray,Radziszewski,Ray Radziszewski,1935-03-01T00:00:00,USA,6-5,210,1,Forward,Inactive,1610612744,Warriors,PHW,warriors,Philadelphia,1957.0,1957.0,1957
77902,Ray,Ragelis,Ray Ragelis,1928-12-10T00:00:00,USA,6-4,205,1,Forward,Inactive,1610612758,Royals,ROC,kings,Rochester,1951.0,1951.0,1951
77903,Sherwin,Raiken,Sherwin Raiken,1928-10-29T00:00:00,USA,6-2,185,1,Guard,Inactive,1610612752,Knicks,NYK,knicks,New York,1952.0,1952.0,Undrafted
77904,Ed,Rains,Ed Rains,1956-12-24T00:00:00,USA,6-7,190,2,Forward,Inactive,1610612759,Spurs,SAS,spurs,San Antonio,1981.0,1982.0,1981
2080,Igor,Rakocevic,Igor Rakocevic,1978-03-29T00:00:00,Serbia,6-2,184,2,Guard,Inactive,1610612750,Timberwolves,MIN,timberwolves,Minnesota,2002.0,2002.0,2000
77905,Kurt,Rambis,Kurt Rambis,1958-02-25T00:00:00,USA,6-8,213,14,Forward,Inactive,1610612747,Lakers,LAL,lakers,Los Angeles,1981.0,1994.0,1980
2762,Peter John,Ramos,Peter John Ramos,1985-05-23T00:00:00,Puerto Rico,7-3,275,2,Center,Inactive,0,,,,,2004.0,2004.0,2004
77906,Cal,Ramsey,Cal Ramsey,1937-07-13T00:00:00,USA,6-4,200,2,Forward,Inactive,1610612752,Knicks,NYK,knicks,New York,1959.0,1960.0,1959
77907,Frank,Ramsey,Frank Ramsey,1931-07-13T00:00:00,USA,6-3,190,9,Forward,Inactive,1610612738,Celtics,BOS,celtics,Boston,1954.0,1963.0,1953
1630186,Jahmi'us,Ramsey,Jahmi'us Ramsey,2001-06-09T00:00:00,USA,6-3,190,4,Guard,Inactive,0,,,,,2020.0,2023.0,2020
77908,Ray,Ramsey,Ray Ramsey,1921-07-18T00:00:00,USA,6-2,165,1,Guard,Inactive,1610610024,Bullets,BAL,bullets,Baltimore,1948.0,1948.0,Undrafted
1821,Mark,Randall,Mark Randall,1967-09-30T00:00:00,USA,6-8,235,4,Forward,Inactive,1610612750,Timberwolves,MIN,timberwolves,Minnesota,1991.0,1994.0,1991
1626184,Chasson,Randle,Chasson Randle,1993-02-05T00:00:00,USA,6-2,185,5,Guard,Inactive,1610612753,Magic,ORL,magic,Orlando,2016.0,2020.0,2015
203944,Julius,Randle,Julius Randle,1994-11-29T00:00:00,USA,6-9,250,11,Forward-Center,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,2014.0,2025.0,2014
201576,Anthony,Randolph,Anthony Randolph,1989-07-15T00:00:00,USA,,,6,,Inactive,0,,,,,2008.0,2016.0,2008
101183,Shavlik,Randolph,Shavlik Randolph,1983-11-24T00:00:00,USA,6-10,236,8,Forward,Inactive,0,,,,,2005.0,2014.0,Undrafted
2216,Zach,Randolph,Zach Randolph,1981-07-16T00:00:00,USA,6-9,250,18,Forward,Inactive,1610612763,Grizzlies,MEM,grizzlies,Memphis,2001.0,2017.0,2001
77910,Wally,Rank,Wally Rank,1958-03-01T00:00:00,USA,6-6,220,1,Forward,Inactive,1610612746,Clippers,SDC,clippers,San Diego,1980.0,1980.0,1980
77911,Kelvin,Ransey,Kelvin Ransey,1958-05-03T00:00:00,USA,6-2,170,6,Guard,Inactive,1610612751,Nets,NJN,nets,New Jersey,1980.0,1985.0,1980
77912,Sam,Ranzino,Sam Ranzino,1927-06-21T00:00:00,USA,6-1,185,1,Guard,Inactive,1610612758,Royals,ROC,kings,Rochester,1951.0,1951.0,1951
78656,Blair,Rasmussen,Blair Rasmussen,1962-11-13T00:00:00,USA,6-4,172,8,Forward,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,1985.0,1992.0,1985
1628504,Xavier,Rathan-Mayes,Xavier Rathan-Mayes,1994-04-29T00:00:00,Canada,6-4,208,1,Guard,Inactive,0,,,,,2017.0,2017.0,2017
77913,George,Ratkovicz,George Ratkovicz,1922-11-13T00:00:00,USA,6-7,220,6,Forward,Inactive,1610612755,Nationals,PHI,sixers,Syracuse,1949.0,1954.0,Undrafted
77914,Ed,Ratleff,Ed Ratleff,1950-03-29T00:00:00,USA,6-6,195,5,Guard,Inactive,1610612745,Rockets,HOU,rockets,Houston,1973.0,1977.0,1973
77915,Mike,Ratliff,Mike Ratliff,1951-06-07T00:00:00,USA,6-10,230,2,Center,Inactive,1610612758,Kings,KCK,kings,Kansas City-Omaha,1972.0,1973.0,1972
689,Theo,Ratliff,Theo Ratliff,1973-04-17T00:00:00,USA,6-10,235,17,Center,Inactive,1610612755,76ers,PHI,sixers,Philadelphia,1995.0,2010.0,1995
202360,Andy,Rautins,Andy Rautins,1986-11-02T00:00:00,USA,6-4,190,2,Guard,Inactive,1610612752,Knicks,NYK,knicks,New York,2010.0,2010.0,2010
77916,Leo,Rautins,Leo Rautins,1960-03-20T00:00:00,USA,6-8,215,2,Forward,Inactive,1610612755,76ers,PHI,sixers,Philadelphia,1983.0,1984.0,1983
200810,Allan,Ray,Allan Ray,1984-06-17T00:00:00,USA,,,1,,Inactive,0,,,,,2006.0,2007.0,Undrafted
77917,Clifford,Ray,Clifford Ray,1949-01-21T00:00:00,USA,6-9,230,10,Center,Inactive,1610612744,Warriors,GOS,warriors,Golden State,1971.0,1980.0,1971
77918,Don,Ray,Don Ray,1921-07-08T00:00:00,USA,6-5,190,1,Forward,Inactive,1610612737,Blackhawks,TCB,hawks,Tri-Cities,1949.0,1949.0,1948
77920,Jamesearl,Ray,Jamesearl Ray,1957-07-27T00:00:00,USA,6-8,215,3,Forward,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,1980.0,1982.0,1980
77919,Jim,Ray,Jim Ray,1934-01-12T00:00:00,USA,6-0,180,2,Guard,Inactive,1610612755,Nationals,PHI,sixers,Syracuse,1956.0,1959.0,1956
77921,Craig,Raymond,Craig Raymond,1945-04-05T00:00:00,USA,6-11,235,1,Center,Inactive,1610612755,76ers,PHI,sixers,Philadelphia,1968.0,1968.0,1967
1642875,Maxime,Raynaud,Maxime Raynaud,2003-04-07T00:00:00,France,7-1,250,0,Center,Active,1610612758,Kings,SAC,kings,Sacramento,2025.0,2025.0,2025
77922,Connie,Rea,Connie Rea,1935-01-27T00:00:00,USA,6-3,175,1,Guard,Inactive,1610610024,Bullets,BAL,bullets,Baltimore,1953.0,1953.0,1953
1641871,Duop,Reath,Duop Reath,1996-06-26T00:00:00,South Sudan,6-9,245,2,Center,Active,1610612757,Trail Blazers,POR,blazers,Portland,2023.0,2025.0,Undrafted
1630559,Austin,Reaves,Austin Reaves,1998-05-29T00:00:00,USA,6-5,197,4,Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,2021.0,2025.0,Undrafted
77923,Joe,Reaves,Joe Reaves,1950-05-27T00:00:00,USA,6-5,210,1,Forward,Inactive,1610612756,Suns,PHX,suns,Phoenix,1973.0,1973.0,1973
1629729,Josh,Reaves,Josh Reaves,1997-06-04T00:00:00,USA,6-4,214,2,Guard-Forward,Inactive,1610612742,Mavericks,DAL,mavericks,Dallas,2019.0,2019.0,Undrafted
1442,Zeljko,Rebraca,Zeljko Rebraca,1972-04-09T00:00:00,Serbia,7-0,265,6,Center,Inactive,1610612765,Pistons,DET,pistons,Detroit,2001.0,2005.0,1994
695,Eldridge,Recasner,Eldridge Recasner,1967-12-14T00:00:00,USA,,,8,Guard,Inactive,0,,,,,1994.0,2001.0,1992
2072,Michael,Redd,Michael Redd,1979-08-24T00:00:00,USA,6-6,215,13,Guard,Inactive,1610612749,Bucks,MIL,bucks,Milwaukee,2000.0,2011.0,2000
1629629,Cam,Reddish,Cam Reddish,1999-09-01T00:00:00,USA,6-7,217,5,Forward-Guard,Inactive,0,,,,,2019.0,2024.0,2019
77925,Frank,Reddout,Frank Reddout,1905-04-14T00:00:00,USA,6-5,195,1,Forward,Inactive,1610612758,Royals,ROC,kings,Rochester,1953.0,1953.0,1953
200755,JJ,Redick,JJ Redick,1984-06-24T00:00:00,USA,6-3,200,16,Guard,Inactive,1610612755,76ers,PHI,sixers,Philadelphia,2006.0,2020.0,2006
77926,Marlon,Redmond,Marlon Redmond,1955-04-15T00:00:00,USA,6-6,188,2,Guard,Inactive,1610612758,Kings,KCK,kings,Kansas City,1978.0,1979.0,1977
1628432,Davon,Reed,Davon Reed,1995-06-11T00:00:00,USA,6-5,206,4,Guard,Inactive,0,,,,,2017.0,2022.0,2017
77927,Hub,Reed,Hub Reed,1936-10-04T00:00:00,USA,6-9,215,7,Center,Inactive,1610612758,Royals,CIN,kings,Cincinnati,1958.0,1964.0,1958
2770,Justin,Reed,Justin Reed,1982-01-16T00:00:00,USA,6-8,240,4,Forward,Inactive,0,,,,,2004.0,2006.0,2004
